id_mantenimiento,id_tiempo,id_cliente,id_vehiculo,id_sucursal,id_tipo_mantenimiento,costo_servicio,costo_repuestos,costo_total,repuestos_usados,horas_taller,kilometraje_vehiculo
728,,2169,954,8,4,2386.0,1000.0,3386.0,8.0,10.0,75970.0
729,,2170,1004,7,10,1000.0,1000.0,2000.0,7.0,,23085.0
730,,2171,932,11,10,2457.0,1000.0,3457.0,1.0,8.0,79821.0
731,,2172,964,11,8,2980.0,,2980.0,0.0,7.0,47764.0
732,,2177,996,7,2,1515.0,1000.0,2515.0,4.0,7.0,52478.0
733,,2179,975,4,5,2066.0,,2066.0,3.0,13.0,11609.0
734,20230914.0,2180,1022,1,12,2015.0,1000.0,3015.0,3.0,12.0,28861.0
735,,2182,954,9,1,2355.0,,2355.0,2.0,5.0,105932.0
736,,2183,972,11,10,1411.0,1000.0,2411.0,11.0,13.0,61312.0
737,,2185,1010,12,9,2953.0,1000.0,3953.0,5.0,7.0,129692.0
738,,2188,1016,6,11,2243.0,,2243.0,12.0,11.0,140565.0
739,,2191,905,7,6,2473.0,,2473.0,7.0,15.0,43504.0
740,,2195,1000,9,5,1655.0,1000.0,2655.0,15.0,2.0,84479.0
741,,2199,970,3,3,1000.0,,1000.0,15.0,,55141.0
742,,2206,972,9,7,2307.0,1000.0,3307.0,15.0,6.0,
743,,2209,1004,12,9,1710.0,1000.0,2710.0,11.0,13.0,104663.0
744,,1845,862,8,5,2902.0,1000.0,3902.0,3.0,1.0,29618.0
745,,461,919,5,5,2470.0,1000.0,3470.0,0.0,6.0,62465.0
746,,2210,971,7,5,1000.0,,1000.0,6.0,9.0,
747,,62,973,1,7,1991.0,,1991.0,0.0,,125259.0
748,,2215,1002,4,4,2056.0,1000.0,3056.0,11.0,7.0,30946.0
749,,2220,974,4,4,1000.0,1000.0,2000.0,9.0,9.0,93062.0
750,,2221,906,3,1,2908.0,1000.0,3908.0,0.0,10.0,13928.0
751,,2226,971,10,9,1000.0,,1000.0,10.0,15.0,15998.0
752,,2228,943,8,1,1353.0,,1353.0,9.0,5.0,11717.0
753,20220529.0,2236,791,10,8,1000.0,1000.0,2000.0,0.0,11.0,30313.0
754,,2237,1024,11,10,2739.0,,2739.0,10.0,7.0,120509.0
755,20240730.0,2239,980,10,8,1845.0,1000.0,2845.0,5.0,16.0,7757.0
756,20211209.0,2242,983,4,11,1701.0,,1701.0,0.0,15.0,54111.0
757,,1795,670,1,5,1000.0,1000.0,2000.0,7.0,16.0,22883.0
758,,2244,1022,7,1,1000.0,,1000.0,7.0,2.0,97301.0
759,,2245,885,3,11,1000.0,1000.0,2000.0,14.0,7.0,78267.0
760,20210719.0,2247,986,7,2,2545.0,1000.0,3545.0,9.0,15.0,10362.0
761,,2248,974,5,2,1000.0,1000.0,2000.0,0.0,15.0,12280.0
762,,2249,670,6,7,1899.0,1000.0,2899.0,5.0,5.0,116130.0
763,,2252,979,7,1,1704.0,1000.0,2704.0,15.0,2.0,18907.0
764,20210504.0,2256,945,3,3,2502.0,1000.0,3502.0,9.0,,89831.0
765,,2258,906,8,9,1599.0,1000.0,2599.0,5.0,5.0,69609.0
766,,2261,978,11,12,,1000.0,1000.0,11.0,7.0,51553.0
767,,2263,948,3,12,1000.0,,1000.0,8.0,,101863.0
768,,2264,1018,12,1,2097.0,,2097.0,6.0,14.0,5178.0
769,,2265,1012,6,2,1621.0,1000.0,2621.0,8.0,,
770,,2266,986,1,8,1010.0,,1010.0,0.0,12.0,62363.0
771,,243,906,3,8,1000.0,,1000.0,15.0,11.0,61016.0
772,,2268,898,10,5,2422.0,,2422.0,10.0,,43403.0
773,,2271,1013,3,9,2670.0,1000.0,3670.0,3.0,6.0,13147.0
774,,2274,994,3,10,1700.0,1000.0,2700.0,12.0,11.0,15216.0
775,,2275,981,5,7,1000.0,1000.0,2000.0,0.0,12.0,24076.0
776,,2276,982,8,5,2096.0,1000.0,3096.0,1.0,3.0,29957.0
777,,2277,964,12,5,1528.0,1000.0,2528.0,3.0,15.0,138019.0
778,,2280,601,10,10,2236.0,1000.0,3236.0,2.0,,
779,,2281,1000,6,12,2586.0,,2586.0,14.0,,
780,,2282,769,10,5,1000.0,,1000.0,14.0,,
781,,2285,825,5,10,1000.0,1000.0,2000.0,0.0,4.0,99045.0
782,,2290,1005,3,6,2345.0,1000.0,3345.0,0.0,16.0,44704.0
783,,2291,852,1,10,1000.0,,1000.0,14.0,,62382.0
784,,2296,885,10,8,1000.0,,1000.0,0.0,9.0,21119.0
785,,2301,1013,10,8,2036.0,1000.0,3036.0,0.0,15.0,133232.0
786,,2302,1013,3,10,,1000.0,1000.0,14.0,2.0,46082.0
787,,2305,1006,9,2,2284.0,1000.0,3284.0,0.0,,19470.0
788,,874,914,3,10,1491.0,,1491.0,1.0,11.0,117435.0
789,,2313,1022,8,5,2553.0,1000.0,3553.0,12.0,15.0,69678.0
790,,2319,894,5,7,1000.0,1000.0,2000.0,7.0,6.0,137459.0
791,,2320,862,2,2,1000.0,1000.0,2000.0,4.0,10.0,88052.0
792,20200428.0,2321,1023,4,7,2047.0,,2047.0,3.0,6.0,72925.0
793,,2322,1022,4,7,1579.0,1000.0,2579.0,0.0,14.0,42919.0
794,,2325,846,8,7,1860.0,,1860.0,9.0,16.0,99992.0
795,20220927.0,2327,1024,6,5,1310.0,1000.0,2310.0,0.0,5.0,
796,20200812.0,2330,932,4,2,,1000.0,1000.0,9.0,1.0,117091.0
797,,2333,990,10,5,1588.0,,1588.0,6.0,5.0,128833.0
798,,2334,1015,2,12,1000.0,1000.0,2000.0,11.0,13.0,37476.0
799,,2339,990,5,1,2565.0,,2565.0,12.0,14.0,87325.0
800,,2340,915,4,1,1754.0,1000.0,2754.0,11.0,13.0,73775.0
801,,2341,1002,1,8,2377.0,1000.0,3377.0,6.0,16.0,4504.0
802,,2347,1008,6,6,1000.0,,1000.0,4.0,7.0,53610.0
803,,2350,986,5,9,1215.0,1000.0,2215.0,12.0,,135843.0
804,,2351,1011,6,9,1188.0,1000.0,2188.0,15.0,,62181.0
805,,2352,1008,5,2,1301.0,,1301.0,0.0,11.0,87650.0
806,,2353,825,11,6,1000.0,1000.0,2000.0,14.0,2.0,60499.0
807,,2354,1016,7,3,1479.0,1000.0,2479.0,0.0,15.0,114070.0
808,20210801.0,2358,1006,11,10,2613.0,1000.0,3613.0,8.0,9.0,113193.0
809,,2360,1006,2,6,1000.0,,1000.0,13.0,2.0,62927.0
810,,2366,986,3,12,1040.0,1000.0,2040.0,15.0,4.0,123999.0
811,,2371,906,6,11,1111.0,1000.0,2111.0,4.0,3.0,8612.0
812,,2373,919,11,9,2578.0,,2578.0,13.0,1.0,
813,,2375,971,2,9,1000.0,1000.0,2000.0,0.0,7.0,100324.0
814,20210503.0,181,910,7,1,1283.0,1000.0,2283.0,15.0,9.0,53058.0
815,,2380,921,4,2,1000.0,1000.0,2000.0,11.0,,126268.0
816,,2381,867,9,8,2226.0,,2226.0,3.0,10.0,90570.0
817,20210130.0,2383,959,11,12,1782.0,,1782.0,5.0,10.0,136851.0
818,,2385,993,7,3,1549.0,1000.0,2549.0,4.0,15.0,95590.0
819,,2388,1014,2,9,2385.0,1000.0,3385.0,10.0,,12886.0
820,,2392,926,1,5,1651.0,1000.0,2651.0,7.0,1.0,18764.0
821,,2393,983,9,11,1000.0,1000.0,2000.0,2.0,,71348.0
822,,2394,922,12,7,1615.0,1000.0,2615.0,0.0,10.0,121701.0
823,,2396,825,10,11,1000.0,1000.0,2000.0,11.0,2.0,
824,,2397,947,12,11,1108.0,,1108.0,14.0,11.0,123878.0
825,,2401,972,9,2,2941.0,1000.0,3941.0,7.0,2.0,139972.0
826,,2402,867,11,5,1000.0,1000.0,2000.0,15.0,2.0,44992.0
827,,2406,1021,10,4,2668.0,,2668.0,0.0,11.0,
828,,2407,1011,10,7,2741.0,1000.0,3741.0,7.0,15.0,125100.0
829,,2414,1013,5,9,1961.0,1000.0,2961.0,1.0,15.0,27459.0
830,,2415,1012,12,5,2151.0,1000.0,3151.0,10.0,9.0,55530.0
831,,2416,1013,11,8,1000.0,1000.0,2000.0,14.0,11.0,
832,,2417,983,8,4,,,0.0,15.0,1.0,54754.0
833,,2419,989,12,10,2255.0,1000.0,3255.0,9.0,11.0,13239.0
834,,165,951,9,6,2214.0,1000.0,3214.0,5.0,9.0,6855.0
835,,2424,973,11,10,1000.0,1000.0,2000.0,14.0,8.0,83113.0
836,,2428,1000,8,1,1000.0,,1000.0,10.0,8.0,70809.0
837,20240118.0,2431,1022,11,5,2618.0,1000.0,3618.0,11.0,13.0,
838,,2441,1007,3,7,1000.0,1000.0,2000.0,15.0,15.0,
839,,2442,1022,11,8,2044.0,1000.0,3044.0,11.0,4.0,24593.0
840,,2445,905,4,8,2894.0,1000.0,3894.0,8.0,12.0,30979.0
841,20201221.0,2446,934,10,10,,1000.0,1000.0,1.0,2.0,90916.0
842,,2447,979,1,6,1083.0,1000.0,2083.0,11.0,,117266.0
843,,2449,951,1,7,2053.0,1000.0,3053.0,5.0,16.0,111101.0
844,,2451,910,5,9,2289.0,1000.0,3289.0,11.0,1.0,124498.0
845,,1365,1008,9,6,1000.0,1000.0,2000.0,0.0,11.0,57730.0
846,,2452,1002,5,1,,1000.0,1000.0,9.0,12.0,69683.0
847,,2453,1016,6,4,,1000.0,1000.0,10.0,10.0,116744.0
848,,2454,867,11,9,2275.0,1000.0,3275.0,4.0,13.0,76100.0
849,,2455,1021,8,11,1331.0,1000.0,2331.0,13.0,5.0,
850,20200930.0,2458,894,12,6,2094.0,1000.0,3094.0,10.0,,
851,20210903.0,2459,976,5,3,2450.0,1000.0,3450.0,11.0,5.0,11758.0
852,,2462,947,9,6,1000.0,1000.0,2000.0,11.0,15.0,94420.0
853,,2464,1016,9,9,1344.0,,1344.0,5.0,15.0,88082.0
854,,2110,906,2,3,1000.0,1000.0,2000.0,0.0,6.0,39209.0
855,20241003.0,2474,971,4,1,1000.0,,1000.0,4.0,4.0,31720.0
856,,2476,883,7,5,1776.0,1000.0,2776.0,9.0,6.0,97473.0
857,,2477,1011,6,5,2493.0,1000.0,3493.0,10.0,14.0,
858,,2483,993,11,4,2907.0,1000.0,3907.0,3.0,4.0,134063.0
859,,2484,932,5,6,2494.0,1000.0,3494.0,0.0,12.0,41012.0
860,,2486,983,9,12,1527.0,,1527.0,1.0,10.0,4033.0
861,,2488,914,5,9,2478.0,1000.0,3478.0,11.0,7.0,
862,,2493,948,7,11,1000.0,1000.0,2000.0,14.0,12.0,75191.0
863,,2495,1023,6,9,1151.0,,1151.0,0.0,,114376.0
864,,2497,670,8,1,1993.0,1000.0,2993.0,9.0,2.0,68919.0
865,,2502,980,12,12,1699.0,1000.0,2699.0,15.0,16.0,3947.0
866,,2507,972,7,5,2346.0,1000.0,3346.0,8.0,12.0,82951.0
867,,2508,919,1,1,1000.0,1000.0,2000.0,0.0,1.0,42742.0
868,,2511,926,2,4,1282.0,1000.0,2282.0,0.0,14.0,65995.0
869,,2513,964,11,5,1000.0,1000.0,2000.0,14.0,4.0,83536.0
870,,2517,986,7,10,1166.0,1000.0,2166.0,14.0,3.0,63560.0
871,,2518,1005,7,4,2140.0,1000.0,3140.0,14.0,5.0,55842.0
872,,2520,983,7,5,1380.0,,1380.0,8.0,12.0,45769.0
873,,2524,1000,1,8,1589.0,1000.0,2589.0,7.0,,
874,,2525,1004,9,3,,,0.0,7.0,9.0,96000.0
875,,2526,982,4,3,1000.0,,1000.0,0.0,3.0,88590.0
876,,1657,922,4,10,2972.0,1000.0,3972.0,11.0,11.0,119083.0
877,,2533,986,7,5,2597.0,1000.0,3597.0,15.0,3.0,34604.0
878,20220604.0,2534,1018,6,1,,,0.0,14.0,15.0,122645.0
879,,1975,921,1,12,2713.0,1000.0,3713.0,3.0,9.0,29971.0
880,,2535,867,6,12,2501.0,,2501.0,12.0,11.0,41634.0
881,,2536,834,6,7,1744.0,,1744.0,6.0,1.0,142618.0
882,,2539,852,12,6,1000.0,1000.0,2000.0,7.0,2.0,33622.0
883,,2540,1016,6,1,2757.0,1000.0,3757.0,14.0,2.0,
884,,2541,867,7,8,2814.0,1000.0,3814.0,12.0,4.0,36445.0
885,,2543,1023,10,7,1000.0,1000.0,2000.0,3.0,,132960.0
886,,2544,910,10,6,1000.0,1000.0,2000.0,14.0,14.0,
887,,2545,846,12,7,1000.0,1000.0,2000.0,11.0,3.0,118908.0
888,,2546,982,6,10,2272.0,1000.0,3272.0,11.0,10.0,100034.0
889,,2548,972,10,6,2562.0,1000.0,3562.0,0.0,13.0,10435.0
890,,2551,915,9,10,1346.0,1000.0,2346.0,14.0,3.0,32093.0
891,,2560,769,11,10,1872.0,1000.0,2872.0,4.0,14.0,114094.0
892,,2561,973,12,7,1980.0,1000.0,2980.0,0.0,15.0,5962.0
893,,2562,905,9,7,1027.0,1000.0,2027.0,7.0,6.0,120549.0
894,20240904.0,2565,994,10,1,1000.0,1000.0,2000.0,13.0,5.0,57770.0
895,,864,1017,6,10,2037.0,1000.0,3037.0,10.0,9.0,73888.0
896,,2573,945,8,9,2152.0,1000.0,3152.0,8.0,3.0,57162.0
897,,2581,1008,4,11,1000.0,1000.0,2000.0,1.0,10.0,
898,,890,1011,6,12,1073.0,1000.0,2073.0,4.0,10.0,24800.0
899,20200724.0,2589,1018,9,6,1876.0,1000.0,2876.0,8.0,6.0,16949.0
900,,2590,885,8,3,1488.0,,1488.0,2.0,16.0,112761.0
901,,2594,1004,6,7,1000.0,,1000.0,11.0,2.0,8559.0
902,20200221.0,2595,981,4,6,2837.0,,2837.0,6.0,,46717.0
903,20210827.0,2598,1006,7,4,2448.0,1000.0,3448.0,14.0,16.0,73479.0
904,,2602,883,6,4,1000.0,1000.0,2000.0,2.0,2.0,76580.0
905,,2603,1021,8,8,2631.0,1000.0,3631.0,0.0,16.0,143792.0
906,,2606,954,8,9,1000.0,1000.0,2000.0,5.0,6.0,57158.0
907,,2607,974,12,2,1000.0,1000.0,2000.0,15.0,15.0,31432.0
908,20240725.0,2610,954,4,10,2940.0,1000.0,3940.0,11.0,11.0,66570.0
909,,2611,996,12,12,1000.0,1000.0,2000.0,11.0,3.0,144243.0
910,,2613,1013,9,8,1000.0,1000.0,2000.0,10.0,4.0,32698.0
911,,2620,1005,11,3,2495.0,1000.0,3495.0,7.0,7.0,100979.0
912,20210115.0,2625,986,10,7,1599.0,1000.0,2599.0,1.0,13.0,34495.0
913,,1346,950,1,4,1000.0,1000.0,2000.0,11.0,14.0,42468.0
914,,2626,1006,11,9,2179.0,1000.0,3179.0,5.0,15.0,100787.0
915,,1156,971,1,8,1184.0,1000.0,2184.0,6.0,8.0,27095.0
916,,817,883,6,2,2025.0,1000.0,3025.0,7.0,12.0,87790.0
917,,2629,993,2,6,1000.0,1000.0,2000.0,3.0,4.0,137896.0
918,20230123.0,2631,885,6,4,2922.0,1000.0,3922.0,3.0,15.0,109974.0
919,,2632,959,7,7,2700.0,1000.0,3700.0,11.0,1.0,
920,,2636,919,7,3,,1000.0,1000.0,8.0,10.0,52257.0
921,,2638,970,10,6,1000.0,,1000.0,10.0,15.0,
922,,2639,970,4,6,2685.0,,2685.0,0.0,,103473.0
923,20220811.0,2641,932,8,2,1000.0,1000.0,2000.0,12.0,,
924,,2644,885,9,3,1918.0,1000.0,2918.0,6.0,12.0,31321.0
925,,2645,852,5,11,1788.0,1000.0,2788.0,6.0,2.0,27533.0
926,,2648,867,4,3,1410.0,1000.0,2410.0,0.0,5.0,14914.0
927,,2649,914,4,12,2149.0,1000.0,3149.0,4.0,1.0,90440.0
928,,2651,601,5,11,1000.0,,1000.0,5.0,8.0,105924.0
929,,2655,994,6,5,1000.0,1000.0,2000.0,8.0,11.0,
930,,2656,601,11,9,1000.0,1000.0,2000.0,9.0,13.0,30417.0
931,,2659,982,11,6,1000.0,,1000.0,5.0,7.0,38996.0
932,20200815.0,2660,979,2,11,2537.0,1000.0,3537.0,0.0,1.0,55417.0
933,,2661,906,1,8,2288.0,,2288.0,3.0,1.0,16553.0
934,,2666,883,9,1,,1000.0,1000.0,11.0,1.0,99005.0
935,,2668,1010,3,3,2106.0,1000.0,3106.0,15.0,6.0,26534.0
936,,2670,954,8,9,2179.0,,2179.0,8.0,,139221.0
937,,2671,910,7,10,2021.0,1000.0,3021.0,11.0,11.0,90549.0
938,20220715.0,2675,791,2,11,2159.0,,2159.0,5.0,,112592.0
939,,2679,986,12,5,1000.0,1000.0,2000.0,1.0,,7564.0
940,,2680,1012,1,9,1000.0,,1000.0,11.0,6.0,37930.0
941,,2681,921,6,6,1000.0,1000.0,2000.0,8.0,13.0,78621.0
942,,2682,885,6,1,1880.0,1000.0,2880.0,9.0,11.0,145328.0
943,,2683,601,2,9,2142.0,1000.0,3142.0,8.0,4.0,
944,20240715.0,2376,1010,1,3,1280.0,,1280.0,0.0,6.0,133913.0
945,,2689,934,3,12,2343.0,,2343.0,0.0,1.0,45939.0
946,,2692,906,4,9,1712.0,,1712.0,15.0,8.0,
947,,2693,934,8,2,2666.0,1000.0,3666.0,0.0,2.0,1113.0
948,,1814,996,5,2,1087.0,1000.0,2087.0,14.0,8.0,125889.0
949,20231125.0,1277,994,4,6,2439.0,1000.0,3439.0,5.0,14.0,
950,,2695,905,4,9,2834.0,1000.0,3834.0,5.0,10.0,117168.0
951,,2699,982,2,11,1000.0,,1000.0,0.0,6.0,35952.0
952,,2702,910,12,1,2162.0,1000.0,3162.0,8.0,14.0,35788.0
953,,2704,914,1,7,2108.0,1000.0,3108.0,0.0,,69931.0
954,,2706,996,10,5,1000.0,1000.0,2000.0,5.0,7.0,104193.0
955,,2708,989,5,6,1000.0,1000.0,2000.0,4.0,6.0,
956,,2709,954,9,8,1489.0,1000.0,2489.0,3.0,5.0,
957,20220924.0,2713,1002,9,8,1000.0,1000.0,2000.0,10.0,,145831.0
958,,2715,934,4,1,1708.0,,1708.0,8.0,4.0,36478.0
959,,2719,670,4,1,2239.0,1000.0,3239.0,11.0,,111206.0
960,,2720,1022,8,8,2332.0,1000.0,3332.0,6.0,15.0,37879.0
961,,2721,1013,11,12,2842.0,1000.0,3842.0,5.0,,
962,,2728,976,12,4,1000.0,,1000.0,12.0,,87014.0
963,,299,978,8,2,1000.0,,1000.0,5.0,13.0,125567.0
964,,2732,1014,9,2,1538.0,1000.0,2538.0,6.0,10.0,112417.0
965,,2736,921,9,5,,1000.0,1000.0,2.0,4.0,
966,,2737,906,1,10,2091.0,,2091.0,9.0,4.0,125276.0
967,,2747,971,1,8,2340.0,1000.0,3340.0,10.0,11.0,125496.0
968,,2748,883,11,8,2097.0,1000.0,3097.0,12.0,1.0,90928.0
969,,2750,975,3,5,1526.0,1000.0,2526.0,9.0,11.0,41519.0
970,20230601.0,2753,1019,8,10,1500.0,1000.0,2500.0,7.0,5.0,117788.0
971,20230225.0,2754,996,9,8,1891.0,1000.0,2891.0,0.0,,
972,,1900,1016,5,2,,,0.0,5.0,10.0,28530.0
973,,2760,972,3,8,1000.0,1000.0,2000.0,15.0,16.0,85002.0
974,,2762,942,8,6,1901.0,1000.0,2901.0,4.0,12.0,82864.0
975,20221013.0,2767,1022,1,4,1562.0,1000.0,2562.0,14.0,,33023.0
976,,2772,943,11,8,1000.0,,1000.0,0.0,,145893.0
977,,2775,1000,10,5,1768.0,1000.0,2768.0,6.0,14.0,81973.0
978,20230716.0,2777,950,2,9,1000.0,,1000.0,5.0,7.0,71092.0
979,,2778,1002,12,8,1000.0,1000.0,2000.0,11.0,15.0,18835.0
980,,2782,1014,6,10,2864.0,,2864.0,4.0,,24451.0
981,,2788,973,10,5,1000.0,1000.0,2000.0,13.0,16.0,148995.0
982,,2789,769,6,2,1278.0,1000.0,2278.0,7.0,1.0,92165.0
983,,2790,1018,10,7,1732.0,1000.0,2732.0,9.0,12.0,134567.0
984,,1713,1011,8,12,1000.0,1000.0,2000.0,2.0,1.0,136835.0
985,20220922.0,2791,883,2,8,1376.0,1000.0,2376.0,3.0,13.0,25688.0
986,,2794,996,4,8,1171.0,1000.0,2171.0,15.0,14.0,140400.0
987,,2797,1012,4,1,1000.0,,1000.0,15.0,12.0,110845.0
988,20200323.0,2799,1019,8,12,2984.0,1000.0,3984.0,6.0,10.0,41792.0
989,,2801,948,6,12,2353.0,1000.0,3353.0,13.0,14.0,
990,,418,601,10,12,1777.0,1000.0,2777.0,14.0,4.0,9780.0
991,,2803,982,10,6,2427.0,1000.0,3427.0,11.0,10.0,65936.0
992,,2804,971,5,1,2014.0,1000.0,3014.0,0.0,16.0,
993,,2810,852,2,12,1806.0,,1806.0,9.0,9.0,69090.0
994,,2813,852,4,4,2350.0,1000.0,3350.0,10.0,,8493.0
995,,2816,1013,11,5,2736.0,1000.0,3736.0,1.0,3.0,23949.0
996,,2821,1022,6,9,1000.0,1000.0,2000.0,7.0,9.0,1032.0
997,,2823,670,5,6,1727.0,1000.0,2727.0,6.0,7.0,23674.0
998,,2825,1023,12,12,1000.0,1000.0,2000.0,14.0,,33329.0
999,,2827,1000,1,10,1000.0,1000.0,2000.0,1.0,16.0,40086.0
1000,20240130.0,2829,1014,12,3,1941.0,1000.0,2941.0,6.0,15.0,64553.0
