id_tiempo,id_cliente,id_vehiculo,id_sucursal,id_tipo_mantenimiento,costo_servicio,costo_repuestos,repuestos_usados,horas_taller,kilometraje_vehiculo
,467,235,20,4.0,19730.0,4540.0,50.0,9.0,72326.0
20230930,666,338,8,2.0,17370.0,1320.0,60.0,3.0,71164.0
,726,62,20,4.0,10910.0,,100.0,5.0,1467.0
,152,308,7,4.0,18930.0,,10.0,4.0,68511.0
20220216,688,279,29,6.0,7570.0,,40.0,11.0,47904.0
,20,7,29,6.0,4180.0,2830.0,40.0,3.0,41684.0
,577,404,14,2.0,5270.0,,90.0,1.0,75438.0
,623,2,7,1.0,15920.0,,100.0,11.0,73817.0
,787,246,5,6.0,4910.0,1000.0,100.0,2.0,57559.0
,142,117,28,2.0,5570.0,3310.0,30.0,2.0,36448.0
,619,243,5,7.0,7270.0,3400.0,70.0,3.0,57311.0
,444,261,21,2.0,13360.0,4550.0,70.0,4.0,56108.0
,268,230,12,10.0,8010.0,,60.0,1.0,15909.0
,648,127,7,8.0,8650.0,1780.0,10.0,10.0,22544.0
20240816,167,440,14,7.0,9810.0,4700.0,10.0,1.0,42538.0
,749,40,9,6.0,15130.0,4180.0,70.0,4.0,33858.0
,400,500,24,1.0,2240.0,1000.0,10.0,7.0,70022.0
20200106,485,357,10,3.0,4590.0,3770.0,80.0,8.0,50016.0
,537,164,29,7.0,10730.0,1650.0,10.0,5.0,56622.0
,499,170,6,2.0,18930.0,2130.0,0.0,6.0,34979.0
20220906,641,189,15,9.0,5000.0,4620.0,100.0,2.0,29976.0
,529,85,23,1.0,7050.0,,60.0,11.0,47932.0
,103,293,14,3.0,11700.0,4580.0,20.0,8.0,9969.0
,679,265,30,6.0,6900.0,3730.0,70.0,10.0,33945.0
,199,308,17,6.0,15480.0,4520.0,0.0,3.0,17194.0
,795,294,15,10.0,15760.0,3460.0,20.0,9.0,72302.0
20210909,281,171,10,2.0,7150.0,,90.0,7.0,20557.0
,284,307,9,4.0,11070.0,2200.0,30.0,6.0,17590.0
20200102,423,133,9,6.0,9770.0,1800.0,40.0,1.0,8429.0
,768,145,16,4.0,15310.0,1000.0,50.0,9.0,5940.0
,636,218,17,6.0,5590.0,3940.0,0.0,2.0,66711.0
20210619,45,476,25,6.0,9210.0,,70.0,6.0,31836.0
,627,96,22,7.0,2170.0,3090.0,70.0,6.0,63642.0
,61,44,16,3.0,1000.0,1000.0,50.0,11.0,34098.0
,557,175,16,6.0,2230.0,,20.0,2.0,31755.0
20200519,491,136,21,8.0,9950.0,,40.0,10.0,40709.0
,350,284,19,2.0,1740.0,2170.0,90.0,1.0,20722.0
,661,373,9,2.0,17430.0,3340.0,70.0,8.0,13284.0
,353,453,27,7.0,11690.0,2580.0,60.0,3.0,32743.0
,383,448,23,1.0,10200.0,,20.0,8.0,54017.0
20200611,190,306,5,7.0,3570.0,1000.0,80.0,3.0,16868.0
,141,398,23,8.0,4630.0,1120.0,0.0,7.0,43324.0
20210220,332,131,9,7.0,9860.0,,60.0,3.0,46802.0
20211109,555,436,30,1.0,9680.0,3040.0,10.0,9.0,2470.0
,715,169,8,1.0,10370.0,1000.0,50.0,4.0,13772.0
,635,307,29,6.0,18230.0,2990.0,80.0,11.0,30487.0
,510,123,16,9.0,11570.0,1150.0,0.0,2.0,77643.0
,732,265,8,3.0,18520.0,3300.0,30.0,12.0,75786.0
,309,157,29,7.0,14060.0,,40.0,12.0,61892.0
,577,34,9,7.0,6020.0,,20.0,10.0,79349.0
,676,121,5,5.0,11080.0,,10.0,5.0,13791.0
,253,10,6,1.0,17620.0,,10.0,5.0,9584.0
20221030,547,268,23,5.0,3620.0,,80.0,11.0,56200.0
20210112,367,108,4,4.0,14940.0,1260.0,10.0,9.0,74654.0
,621,184,7,3.0,9030.0,,40.0,2.0,20297.0
,754,334,22,9.0,4120.0,2430.0,90.0,2.0,3180.0
,313,358,4,1.0,12020.0,,60.0,6.0,52990.0
20220112,374,148,15,5.0,16400.0,,10.0,4.0,24373.0
,149,365,2,7.0,1270.0,,0.0,5.0,70044.0
,61,239,6,4.0,19130.0,,40.0,2.0,22745.0
,664,292,30,1.0,2800.0,,50.0,5.0,75359.0
,729,429,10,1.0,17250.0,1000.0,70.0,9.0,71035.0
,568,480,27,9.0,11230.0,1000.0,90.0,12.0,35015.0
,303,351,3,10.0,3640.0,1000.0,100.0,8.0,29314.0
20200902,299,211,13,9.0,16810.0,2760.0,80.0,5.0,75862.0
,629,62,10,8.0,3420.0,1000.0,80.0,7.0,55007.0
,345,240,15,2.0,13160.0,3030.0,20.0,10.0,32761.0
20240914,623,342,6,8.0,12110.0,1310.0,90.0,1.0,23880.0
,276,356,11,1.0,13680.0,,20.0,3.0,74413.0
,790,427,29,4.0,14010.0,,40.0,5.0,42745.0
,92,340,17,9.0,13800.0,3170.0,60.0,6.0,47276.0
20230710,258,216,24,6.0,10230.0,,20.0,2.0,74936.0
,611,442,14,3.0,5710.0,,80.0,2.0,64184.0
,528,371,29,6.0,16140.0,,40.0,8.0,44466.0
,628,280,15,6.0,1000.0,2100.0,20.0,12.0,79848.0
,155,197,23,8.0,11880.0,,10.0,10.0,40707.0
,733,290,22,3.0,12980.0,,70.0,11.0,2534.0
,665,72,2,2.0,12180.0,4130.0,10.0,6.0,73721.0
,213,184,10,8.0,13720.0,4140.0,80.0,12.0,20001.0
,593,10,9,10.0,18700.0,2610.0,0.0,6.0,73421.0
,254,265,6,8.0,12230.0,,0.0,3.0,12736.0
,207,429,22,7.0,11760.0,,60.0,9.0,17571.0
,130,87,26,10.0,5470.0,2040.0,70.0,10.0,39850.0
,526,409,8,3.0,4670.0,,0.0,2.0,78404.0
,86,272,18,5.0,7950.0,1000.0,40.0,1.0,35264.0
20210220,322,177,5,8.0,2780.0,1040.0,100.0,2.0,65629.0
,68,277,18,9.0,7680.0,4880.0,20.0,6.0,31336.0
20220112,516,435,18,8.0,3700.0,,40.0,2.0,4048.0
,701,194,14,5.0,12840.0,,50.0,7.0,17918.0
,614,239,9,3.0,3670.0,2740.0,50.0,11.0,78001.0
,45,346,15,8.0,1470.0,,50.0,1.0,14804.0
,115,468,26,10.0,15250.0,,0.0,4.0,71895.0
20200108,706,353,18,1.0,2520.0,1220.0,60.0,5.0,60465.0
20200902,265,173,6,6.0,9280.0,,90.0,12.0,19294.0
,334,69,10,2.0,12480.0,3580.0,80.0,2.0,24969.0
,677,367,4,3.0,14030.0,4050.0,100.0,12.0,49836.0
20220115,138,83,2,7.0,4920.0,3780.0,100.0,1.0,45960.0
20210502,437,484,13,10.0,13710.0,2360.0,20.0,1.0,69293.0
20240618,85,296,15,7.0,9890.0,1000.0,30.0,6.0,41372.0
,276,190,28,5.0,18230.0,1000.0,10.0,3.0,43710.0
20220918,432,37,28,10.0,12110.0,3600.0,60.0,6.0,21937.0
20220228,492,144,10,10.0,6820.0,1000.0,100.0,11.0,22423.0
20240407,543,211,19,6.0,13680.0,1700.0,90.0,9.0,68671.0
,707,146,23,2.0,11320.0,4850.0,100.0,11.0,58433.0
20201104,79,406,2,8.0,13340.0,4250.0,60.0,5.0,77550.0
,272,301,22,7.0,18160.0,,20.0,10.0,21007.0
,620,478,15,10.0,2700.0,1000.0,100.0,8.0,14968.0
20200401,76,476,13,3.0,6130.0,1760.0,80.0,7.0,9701.0
,341,134,3,3.0,18010.0,,40.0,7.0,56874.0
20200128,580,8,24,9.0,7390.0,,20.0,6.0,73329.0
,146,78,1,2.0,1730.0,4820.0,40.0,8.0,44650.0
,756,188,10,4.0,7170.0,4610.0,50.0,5.0,18808.0
,531,467,23,6.0,18890.0,3290.0,100.0,11.0,3511.0
20220910,420,378,6,10.0,17350.0,1430.0,40.0,12.0,39819.0
,498,169,1,4.0,13940.0,1000.0,90.0,5.0,67930.0
20211227,676,192,14,3.0,11380.0,,50.0,5.0,39880.0
,246,447,13,6.0,5780.0,,30.0,11.0,40141.0
,292,406,3,5.0,4000.0,2300.0,50.0,10.0,10859.0
20220227,390,343,30,9.0,11130.0,1370.0,60.0,1.0,78149.0
20240114,175,485,11,2.0,1380.0,,40.0,8.0,64124.0
,271,105,4,5.0,19420.0,3360.0,70.0,11.0,13052.0
20230410,98,55,28,3.0,6160.0,,70.0,9.0,24217.0
,79,404,19,7.0,17960.0,,100.0,2.0,44380.0
,173,442,20,4.0,15000.0,,20.0,7.0,74934.0
20241203,497,129,9,4.0,19440.0,2490.0,70.0,4.0,69297.0
,512,378,7,3.0,7120.0,,40.0,12.0,14833.0
,487,343,16,10.0,3880.0,1710.0,70.0,6.0,78326.0
,554,353,10,7.0,16200.0,2170.0,100.0,8.0,22995.0
,784,158,26,3.0,9190.0,,0.0,1.0,79726.0
,622,254,6,7.0,8600.0,3000.0,10.0,5.0,15513.0
20201024,191,411,18,1.0,9180.0,3190.0,100.0,9.0,3863.0
,331,107,7,7.0,6440.0,1000.0,20.0,6.0,29406.0
,515,184,23,9.0,3080.0,1000.0,80.0,8.0,7833.0
,770,45,14,2.0,6950.0,,50.0,5.0,32182.0
20210916,249,356,26,7.0,6470.0,,50.0,1.0,17316.0
,752,426,4,7.0,5320.0,1530.0,20.0,4.0,56588.0
20240114,574,339,11,6.0,16090.0,2390.0,70.0,6.0,50299.0
,742,102,18,8.0,19710.0,,20.0,2.0,5181.0
,748,368,26,8.0,8930.0,1000.0,90.0,8.0,15197.0
,129,371,3,3.0,8240.0,,100.0,2.0,41535.0
,277,310,3,5.0,5460.0,2280.0,80.0,1.0,4273.0
20221124,227,468,15,3.0,4830.0,,100.0,12.0,59509.0
20221024,464,247,1,3.0,3300.0,,10.0,10.0,41425.0
,432,433,15,7.0,19590.0,2820.0,70.0,11.0,22190.0
20240218,684,481,12,10.0,5680.0,1580.0,20.0,5.0,9396.0
,467,418,2,1.0,16890.0,1900.0,100.0,5.0,21852.0
,744,396,22,1.0,3440.0,,20.0,7.0,63604.0
,507,330,18,1.0,1000.0,1630.0,40.0,8.0,2548.0
,585,117,9,9.0,9510.0,,50.0,12.0,17372.0
,667,307,21,7.0,4910.0,,0.0,2.0,37906.0
20220310,792,347,13,7.0,17970.0,2400.0,80.0,9.0,21018.0
,89,322,6,4.0,11370.0,3730.0,30.0,9.0,19490.0
20240717,758,240,3,1.0,10280.0,1000.0,100.0,10.0,63108.0
,218,63,11,2.0,3410.0,3000.0,90.0,8.0,11030.0
,421,345,5,6.0,12260.0,2030.0,10.0,2.0,31702.0
,692,131,29,7.0,6670.0,,40.0,7.0,60979.0
20241129,210,1,4,5.0,10830.0,1210.0,10.0,11.0,17367.0
,235,411,17,10.0,2190.0,,90.0,6.0,73751.0
,602,217,30,2.0,17250.0,2070.0,70.0,4.0,8977.0
,13,379,16,2.0,14670.0,1000.0,70.0,10.0,75073.0
,615,330,6,6.0,14490.0,1000.0,60.0,8.0,28280.0
,485,62,26,6.0,18380.0,2130.0,100.0,1.0,27898.0
,44,116,21,10.0,17430.0,4340.0,50.0,7.0,57460.0
20210914,303,178,8,2.0,5970.0,2550.0,70.0,8.0,17407.0
20220428,719,373,19,5.0,1410.0,3410.0,10.0,2.0,74330.0
,433,239,29,4.0,15240.0,2200.0,90.0,2.0,25187.0
20240604,30,6,18,3.0,3860.0,3920.0,80.0,2.0,69307.0
20230730,410,483,27,3.0,19680.0,1000.0,80.0,7.0,34226.0
,292,490,18,2.0,17890.0,1000.0,0.0,10.0,26178.0
20200928,119,385,2,7.0,1000.0,4840.0,40.0,7.0,2994.0
,196,353,29,1.0,2890.0,1180.0,80.0,10.0,30554.0
20210916,603,461,17,4.0,11860.0,1000.0,0.0,12.0,52993.0
,660,331,23,6.0,4530.0,4690.0,10.0,12.0,7170.0
,499,36,18,6.0,18760.0,4610.0,90.0,8.0,37269.0
20210807,236,48,30,6.0,5340.0,,100.0,5.0,64630.0
20220116,328,48,12,1.0,16630.0,3670.0,20.0,2.0,33553.0
,506,351,5,4.0,9830.0,1290.0,80.0,4.0,57007.0
20241114,501,385,3,4.0,9810.0,1000.0,90.0,2.0,1376.0
,160,85,25,7.0,5200.0,,60.0,6.0,53809.0
